Provider ID,Hospital Name,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison
320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,87505,SANTA FE,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,3,1,1,1,2
320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,88310,OTERO,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,3,2,1,1,2,2
320005,SAN JUAN REGIONAL MEDICAL CENTER,87401,SAN JUAN,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,1,2,3
320006,EASTERN NEW MEXICO MEDICAL CENTER,88201,CHAVES,Acute Care Hospitals,Proprietary,1,2,2,1,2,1,3,1,1
320009,LOVELACE MEDICAL CENTER,87102,BERNALILLO,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,1,3,1,2
320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,87571,TAOS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,3,1,2
320016,GILA REGIONAL MEDICAL CENTER,88061,GRANT,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,2,2,2,2,2,2
320017,LOVELACE WOMEN'S HOSPITAL,87109,BERNALILLO,Acute Care Hospitals,Government - State,1,3,2,2,2,1,2,2,2
320018,MEMORIAL MEDICAL CENTER INC,88011,DONA ANA,Acute Care Hospitals,Proprietary,1,2,2,2,2,1,3,1,1
320021,PRESBYTERIAN HOSPITAL,87106,BERNALILLO,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,1,3,1,2,1,2
320022,PLAINS REGIONAL MEDICAL CENTER,88101,CURRY,Acute Care Hospitals,Government - Federal,1,3,2,2,2,2,1,2,2
320063,CARLSBAD MEDICAL CENTER,88220,EDDY,Acute Care Hospitals,Proprietary,1,3,2,1,2,1,2,2,2
320065,LEA REGIONAL MEDICAL CENTER,88240,LEA,Acute Care Hospitals,Proprietary,1,2,2,2,2,1,3,2,2
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,88011,DONA ANA,Acute Care Hospitals,Proprietary,1,3,2,3,1,1,3,1,2
330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,12401,ULSTER,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1,1,1,1,1,2
330005,KALEIDA HEALTH,14210,ERIE,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,3,1,2,1,2
330006,ST JOSEPH'S MEDICAL CENTER,10701,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1,1,1,2,1,2
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",13905,BROOME,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1,1,1,1,1,2,1
330013,ALBANY MEDICAL CENTER HOSPITAL,12208,ALBANY,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,2,1,2
330014,JAMAICA HOSPITAL MEDICAL CENTER,11418,QUEENS,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1,2,1,1,3,1,2
330023,VASSAR BROTHERS MEDICAL CENTER,12601,DUTCHESS,Acute Care Hospitals,Voluntary non-profit - Other,1,2,1,2,1,1,3,1,3
330024,MOUNT SINAI HOSPITAL,10029,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,2,1,2,1,2
330027,NASSAU UNIVERSITY MEDICAL CENTER,11554,NASSAU,Acute Care Hospitals,Government - Local,1,1,1,2,1,1,3,1,2
330033,"CHENANGO MEMORIAL HOSPITAL, INC",13815,CHENANGO,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,3,2
330043,SOUTHSIDE HOSPITAL,11706,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1,1,1,1,1,1,3
330044,FAXTON-ST LUKE'S HEALTHCARE,13503,ONEIDA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1,1,1,1,2,1,2
330045,HUNTINGTON HOSPITAL,11743,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,2,2,1,3
330046,ST LUKE'S ROOSEVELT HOSPITAL,10019,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,1,1,1,2
330047,ST MARY'S HOSPITAL AT AMSTERDAM,12010,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,3,2,2,2,3,2
330049,NORTHERN DUTCHESS HOSPITAL,12572,DUTCHESS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,2,3,3,2
330055,NEWYORK-PRESBYTERIAN/QUEENS,11355,QUEENS,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,3,1,1,2,1,2
330057,ST PETER'S HOSPITAL,12208,ALBANY,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,3,1,2,1,2
330058,GENEVA GENERAL HOSPITAL,14456,ONTARIO,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,2,2,1,1,2
330059,MONTEFIORE MEDICAL CENTER,10467,BRONX,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,1,2,1,3
330061,LAWRENCE HOSPITAL CENTER,10708,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,3,1,1,2,1,2
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,14302,NIAGARA,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,1,2,1,2,1,2
330074,F F THOMPSON HOSPITAL,14424,ONTARIO,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,1,3,1,2
330078,SISTERS OF CHARITY HOSPITAL,14214,ERIE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,3,1,2,1,2
330079,ADIRONDACK MEDICAL CENTER,12983,FRANKLIN,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,2,3,3,2,2,2
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,10451,BRONX,Acute Care Hospitals,Government - Local,1,1,2,3,1,1,2,1,2
330084,ALICE HYDE MEDICAL CENTER,12953,FRANKLIN,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,1,2,3,2
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,13820,OTSEGO,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,1,2,2,2,2,1
330090,ARNOT OGDEN MEDICAL CENTER,14905,CHEMUNG,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,3,1,1,2,1,3
330094,COLUMBIA MEMORIAL HOSPITAL,12534,COLUMBIA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1,1,1,2,1,2
330101,NEW YORK-PRESBYTERIAN HOSPITAL,10021,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,2,1,3,1,1
330102,KENMORE MERCY HOSPITAL,14217,ERIE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,3,1,2,1,2
330103,OLEAN GENERAL HOSPITAL,14760,CATTARAUGUS,Acute Care Hospitals,Proprietary,1,2,2,1,2,1,1,2,2
330104,NYACK HOSPITAL,10960,ROCKLAND,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,3,1,1,3,1,3
330106,NORTH SHORE UNIVERSITY HOSPITAL,11030,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,2,2,1,2
330107,PECONIC BAY MEDICAL CENTER,11901,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1,2,1,2,1,2
330108,"ST JOSEPH'S HOSPITAL, INC",14902,CHEMUNG,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,2,1,1,2,2
330115,ONEIDA HEALTHCARE,13421,MADISON,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,3,2,3,2,2,2
330119,LENOX HILL HOSPITAL,10021,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,1,1,1,1,2
330125,ROCHESTER GENERAL HOSPITAL,14621,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,1,1,2,1,2
330126,ORANGE REGIONAL MEDICAL CENTER,10940,ORANGE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,2,2,2,2
330127,JACOBI MEDICAL CENTER,10461,BRONX,Acute Care Hospitals,Government - Local,1,1,2,1,1,1,2,1,2
330128,ELMHURST HOSPITAL CENTER,11373,QUEENS,Acute Care Hospitals,Government - Local,1,1,2,2,1,1,3,1,2
330132,TLC HEALTH NETWORK,14081,CHAUTAUQUA,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,1,2,2
330136,MARY IMOGENE BASSETT HOSPITAL,13326,OTSEGO,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,2,1,2
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,13203,ONONDAGA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,1,2,1,1,3
330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,11772,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,3,1,1,2,1,2
330153,ELLIS HOSPITAL,12308,SCHENECTADY,Acute Care Hospitals,Proprietary,1,2,1,3,2,1,3,1,3
330157,SAMARITAN MEDICAL CENTER,13601,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,1,3,2,2,1,1
330160,STATEN ISLAND UNIVERSITY HOSPITAL,10305,RICHMOND,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1,1,1,2,1,2
330162,NORTHERN WESTCHESTER HOSPITAL,10549,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,2,3,3,2,2
330163,EASTERN NIAGARA HOSPITAL,14094,NIAGARA,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,1,2,2
330164,HIGHLAND HOSPITAL,14620,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,1,3,3,3,2,2,2
330167,WINTHROP-UNIVERSITY HOSPITAL,11501,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,1,3,1,3
330169,BETH ISRAEL MEDICAL CENTER,10003,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,1,2,1,2
330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",13045,CORTLAND,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2,1,1,2,1,2
330180,SAMARITAN HOSPITAL,12180,RENSSELAER,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,2,1,2,1,2
330182,"ST FRANCIS HOSPITAL, ROSLYN",11576,NASSAU,Acute Care Hospitals,Voluntary non-profit - Church,1,4,3,1,3,3,2,1,2
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,11777,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,2,1,3,3,1,2
330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,14092,NIAGARA,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,2,1,1,2,2
330191,GLENS FALLS HOSPITAL,12801,WARREN,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,2,1,3
330193,FLUSHING HOSPITAL MEDICAL CENTER,11355,QUEENS,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2,1,1,2,1,2
330194,MAIMONIDES MEDICAL CENTER,11219,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,2,1,1,2,1,2
330195,LONG ISLAND JEWISH MEDICAL CENTER,11040,QUEENS,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,2,2,1,3
330196,CONEY ISLAND HOSPITAL,11235,KINGS,Acute Care Hospitals,Government - Local,1,1,3,1,1,1,3,1,2
330197,CANTON-POTSDAM HOSPITAL,13676,SAINT LAWRENCE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,1,2,2,1
330198,SOUTH NASSAU COMMUNITIES HOSPITAL,11572,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,3,1,3
330203,CROUSE HOSPITAL,13210,ONONDAGA,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,2,1,2
330208,ST JOHN'S RIVERSIDE HOSPITAL,10701,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,3,1,2,1,1,2
330211,CLAXTON-HEPBURN MEDICAL CENTER,13669,SAINT LAWRENCE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,1,2,2,2
330214,NYU HOSPITALS CENTER,10016,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,1,3,2,3,1,2
330215,"ROME MEMORIAL HOSPITAL, INC",13440,ONEIDA,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,2,2,2
330218,OSWEGO HOSPITAL,13126,OSWEGO,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,2,2,1,2
330219,ERIE COUNTY MEDICAL CENTER,14215,ERIE,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,2,1,2
330221,WYCKOFF HEIGHTS MEDICAL CENTER,11237,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2,1,1,2,1,2
330222,SARATOGA HOSPITAL,12866,SARATOGA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,3,1,1,3
330223,MASSENA MEMORIAL HOSPITAL,13662,SAINT LAWRENCE,Acute Care Hospitals,Government - Local,1,2,2,2,2,1,2,2,2
330231,QUEENS HOSPITAL CENTER,11432,QUEENS,Acute Care Hospitals,Government - Local,1,1,2,2,1,1,2,1,2
330232,ST MARY'S HOSPITAL ( TROY ),12180,RENSSELAER,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,1,2,1,2
330233,BROOKDALE HOSPITAL MEDICAL CENTER,11212,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1,1,1,1,1,2
330234,WESTCHESTER MEDICAL CENTER,10595,WESTCHESTER,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2,1,1,1,3,1,1
330235,AUBURN COMMUNITY HOSPITAL,13021,CAYUGA,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,2,1,2,1,2
330236,NEW YORK METHODIST HOSPITAL,11215,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1,1,1,2,1,2
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,14437,LIVINGSTON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,2
330239,WOMAN'S CHRISTIAN ASSOCIATION,14701,CHAUTAUQUA,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,2,1,1,1,2
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,13210,ONONDAGA,Acute Care Hospitals,Government - State,1,1,2,1,1,1,1,1,2
330245,ST ELIZABETH MEDICAL CENTER,13501,ONEIDA,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,2,2,1,1,2
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,12901,CLINTON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,2,2,1,3
330259,MERCY MEDICAL CENTER,11570,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2,1,1,2,1,2
330261,PHELPS MEMORIAL HOSPITAL ASSN,10591,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,2,3,1,2
330264,ST LUKE'S CORNWALL HOSPITAL,12550,ORANGE,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,2,1,1,3,1,2
330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,10567,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,2,3,1,2
330273,PUTNAM HOSPITAL CENTER,10512,PUTNAM,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,3,3,2,2
330276,NATHAN LITTAUER HOSPITAL,12078,FULTON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,2,2,2,2
330277,CORNING HOSPITAL,14830,STEUBEN,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,1,3,2,2,2
330279,MERCY HOSPITAL OF BUFFALO,14220,ERIE,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,1,3,1,2,1,2
330285,STRONG MEMORIAL HOSPITAL,14642,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,3,1,1,1
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,11795,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Church,1,1,2,1,1,1,3,1,3
330304,WHITE PLAINS HOSPITAL CENTER,10601,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,1,3,3,1,3
330306,LUTHERAN MEDICAL CENTER,11220,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,1,3,1,2
330307,CAYUGA MEDICAL CENTER AT ITHACA,14850,TOMPKINS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,2,3,3,2,1,3
330332,ST JOSEPH HOSPITAL,11714,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,2,1,2
330340,SOUTHAMPTON HOSPITAL,11968,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,3,1,2
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),11203,KINGS,Acute Care Hospitals,Government - State,1,1,3,1,1,1,2,1,2
330372,FRANKLIN HOSPITAL,11580,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1,1,1,2,1,2
330393,UNIVERSITY HOSPITAL ( STONY BROOK ),11794,SUFFOLK,Acute Care Hospitals,Government - State,1,2,3,1,1,1,3,1,2
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",13903,BROOME,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,1,3,1,2,1,2
330401,ST CATHERINE OF SIENA HOSPITAL,11787,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,1,3,1,2
340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,28025,CABARRUS,Acute Care Hospitals,Government - Hospital District or Authority,1,3,1,3,3,2,2,2,3
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,28801,BUNCOMBE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,3,3,1,3
340003,NORTHERN HOSPITAL OF SURRY COUNTY,27030,SURRY,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,2,2,2,3,2,2
340004,HIGH POINT REGIONAL HOSPITAL,27261,GUILFORD,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,3,1,3,2,2
340008,SCOTLAND MEMORIAL HOSPITAL,28352,SCOTLAND,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,2,3,1,3
340010,WAYNE MEMORIAL HOSPITAL,27534,WAYNE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,1,3,2,2
340013,RUTHERFORD REGIONAL MEDICAL CENTER,28139,RUTHERFORD,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,1,2,2
340016,HARRIS REGIONAL HOSPITAL,28779,JACKSON,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,2,1,2,3,1
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,28791,HENDERSON,Acute Care Hospitals,Government - Local,1,4,2,3,3,3,2,2,1
340020,CENTRAL CAROLINA HOSPITAL,27330,LEE,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,2,2,3
340021,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,28150,CLEVELAND,Acute Care Hospitals,Government - Hospital District or Authority,1,4,1,3,3,3,2,2,1
340023,PARK RIDGE HEALTH,28792,HENDERSON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,3,2,2,2
340024,SAMPSON REGIONAL MEDICAL CENTER,28328,SAMPSON,Acute Care Hospitals,Government - Local,1,4,2,3,2,2,2,3,2
340027,LENOIR MEMORIAL HOSPITAL,28501,LENOIR,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,1,1,2,2,2,2
340028,CAPE FEAR VALLEY MEDICAL CENTER,28302,CUMBERLAND,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,3,1,2,1,3
340030,DUKE UNIVERSITY HOSPITAL,27710,DURHAM,Acute Care Hospitals,Proprietary,1,4,2,3,2,3,2,1,2
340032,CAROMONT REGIONAL MEDICAL CENTER,28052,GASTON,Acute Care Hospitals,Government - Local,1,4,1,3,3,1,3,2,3
340037,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,28086,CLEVELAND,Acute Care Hospitals,Government - Local,1,4,2,2,2,3,2,2,2
340039,IREDELL MEMORIAL HOSPITAL INC,28677,IREDELL,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,2
340040,VIDANT MEDICAL CENTER,27834,PITT,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,1,1,3,2,1,3
340041,CALDWELL MEMORIAL HOSPITAL,28645,CALDWELL,Acute Care Hospitals,Voluntary non-profit - Other,1,2,1,2,2,1,3,1,2
340042,ONSLOW MEMORIAL HOSPITAL,28540,ONSLOW,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,3,2,1,2,1,2
340047,NORTH CAROLINA BAPTIST HOSPITAL,27157,FORSYTH,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,2,3,2,3
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,28359,ROBESON,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,1,1,1,2
340051,WATAUGA MEDICAL CENTER,28607,WATAUGA,Acute Care Hospitals,Government - Local,1,3,2,2,2,2,2,3,3
340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,28233,MECKLENBURG,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,2,3,2,3
340060,MOREHEAD MEMORIAL HOSPITAL,27288,ROCKINGHAM,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,1,2,2
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,27514,ORANGE,Acute Care Hospitals,Government - State,1,2,2,1,1,3,2,1,3
340064,WILKES REGIONAL MEDICAL CENTER,28659,WILKES,Acute Care Hospitals,Government - Local,1,2,1,2,1,2,3,3,2
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,28472,COLUMBUS,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,2,2,2,2,2,2
340069,"WAKEMED, RALEIGH CAMPUS",27610,WAKE,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,3,2,3,1,3
340070,ALAMANCE REGIONAL MEDICAL CENTER,27216,ALAMANCE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,3,2,2,2,2,2
340071,BETSY JOHNSON REGIONAL  HOSPITAL,28334,HARNETT,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,2,1,1,2
340073,DUKE HEALTH RALEIGH HOSPITAL,27609,WAKE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,3,3,1,2
340075,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,28655,BURKE,Acute Care Hospitals,Proprietary,1,3,2,2,3,2,2,2,2
340087,THE MCDOWELL HOSPITAL,28752,MCDOWELL,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,3,2,2,2
340090,JOHNSTON HEALTH,27577,JOHNSTON,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,2,1,3,2,2,2
340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",27401,GUILFORD,Acute Care Hospitals,Voluntary non-profit - Private,1,5,2,3,3,2,3,1,3
340096,LEXINGTON MEMORIAL HOSPITAL INC,27293,DAVIDSON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,3,2,2
340097,HUGH CHATHAM MEMORIAL HOSPITAL,28621,SURRY,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,1,3,3,2,3
340098,CAROLINAS HEALTHCARE SYSTEM PINEVILLE,28210,MECKLENBURG,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,3,3,2,2,2,3
340099,VIDANT ROANOKE CHOWAN HOSPITAL,27910,HERTFORD,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,2,2,2,2
340107,VIDANT EDGECOMBE HOSPITAL,27886,EDGECOMBE,Acute Care Hospitals,Government - Local,1,3,2,2,1,3,2,2,2
340109,SENTARA ALBEMARLE MEDICAL CENTER,27909,PASQUOTANK,Acute Care Hospitals,Government - Hospital District or Authority,1,3,1,3,2,2,2,2,2
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,28203,MECKLENBURG,Acute Care Hospitals,Government - Hospital District or Authority,1,3,1,3,3,2,2,2,2
340114,REX HOSPITAL,27607,WAKE,Acute Care Hospitals,Government - State,1,3,1,3,3,3,2,1,3
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,28374,MOORE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,2,3,3,3,2,3
340116,FRYE REGIONAL MEDICAL CENTER,28601,CATAWBA,Acute Care Hospitals,Proprietary,1,3,1,3,3,2,3,2,3
340119,CAROLINAS HEALTHCARE SYSTEM STANLY,28001,STANLY,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,3,2,1
340123,RANDOLPH HOSPITAL,27204,RANDOLPH,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,2,2,2
340126,WILSON MEDICAL CENTER,27893,WILSON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,2,1,2
340127,GRANVILLE HEALTH SYSTEMS,27565,GRANVILLE,Acute Care Hospitals,Government - Local,1,3,2,2,1,2,1,2,2
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,28117,IREDELL,Acute Care Hospitals,Proprietary,1,2,1,1,2,1,3,3,2
340130,CAROLINAS HEALTHCARE SYSTEM UNION,28110,UNION,Acute Care Hospitals,Government - Hospital District or Authority,1,2,1,1,3,1,2,2,3
340131,CAROLINA EAST MEDICAL CENTER,28560,CRAVEN,Acute Care Hospitals,Government - Hospital District or Authority,1,5,2,3,3,3,2,1,2
340132,MARIA PARHAM MEDICAL CENTER,27536,VANCE,Acute Care Hospitals,Proprietary,1,2,1,3,1,1,2,1,3
340141,NEW HANOVER REGIONAL MEDICAL CENTER,28402,NEW HANOVER,Acute Care Hospitals,Government - Local,1,3,1,1,3,3,2,1,3
340142,CARTERET GENERAL HOSPITAL,28557,CARTERET,Acute Care Hospitals,Proprietary,1,3,1,2,2,3,3,2,2
340143,CATAWBA VALLEY MEDICAL CENTER,28602,CATAWBA,Acute Care Hospitals,Voluntary non-profit - Other,1,3,1,2,3,3,3,2,3
340144,DAVIS REGIONAL MEDICAL CENTER,28687,IREDELL,Acute Care Hospitals,Proprietary,1,3,2,2,2,1,3,2,2
340145,CAROLINAS HEALTHCARE SYSTEM LINCOLN,28092,LINCOLN,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,2,3,3,2,2,2
